NEXT_PTS,NEXT_AST,NEXT_REB,NEXT_BLK,NEXT_STL,NEXT_TOV,NEXT_MIN,NEXT_FG3M,NEXT_FGA,NEXT_FTA,NEXT_FG_PCT,NEXT_FT_PCT
7.4,2.1,3.8,0.2,0.5,1.1,19.1,0.4,5.2,1.6,0.56,0.72
6.9,1.3,3.1,0.3,0.4,1.0,13.6,0.4,4.9,1.5,0.527,0.794
6.1,1.4,4.3,0.3,0.3,0.8,15.3,0.7,5.3,1.3,0.422,0.684
4.1,1.1,3.2,0.3,0.2,0.4,9.8,0.4,3.4,0.7,0.471,0.735
6.4,0.9,2.6,0.3,0.4,0.4,16.1,1.8,5.0,0.2,0.455,0.706
9.0,1.0,3.5,0.3,0.5,0.4,22.0,2.5,7.1,0.2,0.446,0.895
6.8,1.4,2.8,0.6,0.6,0.8,19.8,1.4,5.4,1.2,0.408,0.815
14.8,3.9,9.0,0.9,0.9,2.6,28.9,0.3,10.7,3.8,0.553,0.715
21.1,5.0,9.3,0.7,1.2,2.6,32.5,0.5,15.6,5.6,0.537,0.693
3.4,0.5,4.7,0.5,0.3,0.5,15.6,0.0,2.1,0.3,0.776,0.75
2.0,0.6,3.3,0.4,0.2,0.4,13.0,0.0,1.2,0.5,0.691,0.667
16.6,6.2,7.9,0.4,0.8,2.8,31.1,1.0,14.7,1.9,0.482,0.731
12.3,4.8,6.4,0.6,0.7,2.1,25.1,1.0,10.6,1.6,0.475,0.806
9.0,1.3,4.8,0.6,0.6,0.8,21.8,1.2,6.8,1.9,0.47,0.75
10.7,2.3,5.8,0.9,0.7,1.1,26.5,1.7,9.3,1.4,0.435,0.621
9.9,2.9,3.0,0.5,1.3,1.8,23.5,1.2,8.4,2.2,0.419,0.723
12.6,2.7,3.1,0.6,1.4,1.8,27.0,2.0,9.5,2.1,0.471,0.756
19.9,6.0,6.2,0.6,0.8,3.3,33.3,1.4,18.7,3.6,0.415,0.837
22.7,7.5,4.3,0.4,0.9,3.4,33.5,1.9,18.8,4.4,0.449,0.869
16.2,2.8,9.0,1.5,0.8,1.8,34.4,0.3,12.0,3.8,0.554,0.674
15.7,3.2,9.4,1.4,0.9,1.8,30.6,0.4,11.0,3.4,0.58,0.719
6.8,1.1,3.0,0.2,0.6,0.8,18.5,0.7,5.2,1.0,0.512,0.831
6.9,1.1,2.4,0.2,0.7,0.7,15.7,0.8,4.8,0.9,0.562,0.789
2.3,0.6,1.0,0.0,0.2,0.2,7.2,0.3,2.4,0.1,0.417,0.0
4.6,1.2,1.5,0.4,0.4,0.6,9.0,0.5,4.2,0.8,0.423,0.708
10.3,2.4,3.3,0.4,0.6,1.4,19.4,1.1,9.3,2.2,0.404,0.783
9.0,3.0,2.3,0.2,1.1,1.3,21.5,1.4,8.0,1.3,0.411,0.813
7.1,2.1,2.3,0.3,1.1,0.7,18.4,1.4,6.2,0.9,0.412,0.673
3.2,0.5,1.2,0.1,0.2,0.3,7.4,0.3,2.9,0.5,0.446,0.652
2.9,0.3,1.5,0.2,0.1,0.3,8.5,0.2,2.4,0.4,0.52,0.545
1.5,0.3,1.2,0.1,0.2,0.2,6.1,0.1,1.3,0.2,0.513,0.8
6.5,2.7,4.4,0.3,0.8,1.0,18.5,0.7,6.7,1.0,0.369,0.746
6.2,1.6,2.6,0.4,1.5,1.2,19.2,1.1,4.4,0.9,0.508,0.75
4.4,0.6,2.1,0.1,0.3,0.6,12.7,0.6,3.5,0.6,0.488,0.679
5.8,2.7,3.9,0.4,1.4,1.0,22.3,0.7,5.1,0.9,0.447,0.642
7.3,1.5,1.8,0.1,0.3,0.8,13.6,1.1,6.6,1.0,0.407,0.776
15.4,3.8,3.4,0.5,0.7,2.5,28.8,1.6,12.6,3.9,0.429,0.749
22.6,5.4,6.9,0.6,0.9,3.1,35.0,1.5,17.6,7.0,0.455,0.725
13.7,1.6,8.1,0.8,0.7,1.2,31.9,1.8,11.0,2.4,0.454,0.811
14.5,2.0,4.0,0.2,0.6,1.6,26.1,1.4,11.2,3.8,0.446,0.821
3.0,0.6,1.4,0.2,0.4,0.3,12.3,0.3,3.1,0.5,0.403,0.583
15.2,1.7,5.5,0.8,1.0,0.8,33.6,2.4,12.7,1.6,0.454,0.831
15.9,2.9,5.0,0.4,0.9,2.3,33.1,1.9,13.6,3.7,0.406,0.824
1.3,0.5,0.5,0.0,0.3,0.2,5.1,0.2,1.8,0.0,0.3,0.0
9.2,2.1,2.0,0.1,0.4,1.2,21.3,1.2,8.4,0.8,0.432,0.873
4.4,2.7,1.5,0.1,0.5,0.9,14.4,0.2,3.5,1.3,0.474,0.667
13.8,2.4,11.6,0.8,0.5,2.1,29.1,0.0,9.2,3.0,0.619,0.79
9.8,1.2,7.0,0.9,1.4,0.9,21.8,0.8,8.6,1.5,0.466,0.636
7.7,2.0,4.2,0.3,0.5,0.9,19.5,1.4,6.1,1.0,0.452,0.702
4.2,0.9,2.1,0.3,0.3,0.5,14.1,0.6,3.6,0.7,0.427,0.783
12.7,1.2,9.7,1.1,0.8,0.9,26.8,0.0,7.9,3.4,0.649,0.719
11.6,3.4,6.4,0.5,0.8,1.9,29.6,0.9,10.5,1.9,0.438,0.771
0.7,0.2,0.5,0.0,0.2,0.2,3.0,0.0,0.7,0.0,0.5,0.0
19.1,4.5,4.0,0.6,1.1,1.7,31.3,1.5,14.0,3.1,0.54,0.814
2.8,0.9,2.3,0.2,0.2,0.5,8.4,0.2,2.0,0.7,0.5,0.76
4.4,0.8,3.2,0.4,0.5,0.5,13.0,0.8,4.1,0.7,0.381,0.679
8.1,0.9,7.5,2.4,0.5,1.0,23.3,0.1,5.5,1.5,0.654,0.602
4.0,1.6,3.4,0.4,0.4,0.5,13.0,0.8,3.3,0.6,0.417,0.805
2.1,0.8,0.8,0.1,0.3,0.8,5.8,0.3,2.1,0.4,0.353,0.714
5.1,0.9,1.7,0.2,0.4,0.5,14.9,0.6,3.9,1.4,0.439,0.776
7.3,1.6,3.7,0.4,0.5,0.7,20.2,0.8,5.9,1.6,0.46,0.694
2.4,0.4,2.5,0.4,0.2,0.3,9.2,0.0,1.8,0.4,0.606,0.714
8.9,1.0,7.1,0.3,0.6,0.9,23.6,0.6,7.1,2.4,0.46,0.754
3.4,1.1,1.0,0.2,0.8,0.6,6.0,0.2,2.1,1.3,0.519,0.765
5.4,1.5,2.2,0.5,0.9,0.6,17.2,1.2,4.1,0.6,0.461,0.743
1.6,0.3,0.5,0.2,0.2,0.1,2.9,0.1,1.1,0.4,0.472,0.857
4.0,1.1,1.5,0.2,0.2,0.6,11.1,0.6,3.5,0.5,0.422,0.875
4.9,0.8,1.9,0.8,0.2,0.4,14.4,0.7,3.9,0.5,0.5,0.625
3.1,1.4,1.9,0.3,0.5,0.5,11.5,0.3,2.7,0.7,0.439,0.581
6.7,1.1,3.2,1.1,0.5,0.7,18.6,0.6,5.6,1.3,0.465,0.67
8.7,2.0,3.7,0.2,0.6,1.2,21.9,1.7,7.8,1.0,0.406,0.793
4.3,0.5,1.4,0.1,0.3,0.3,13.8,1.2,3.5,0.4,0.388,0.808
2.6,0.4,2.2,0.1,0.5,0.2,5.8,0.0,1.7,1.3,0.526,0.643
10.8,1.7,3.7,0.3,0.8,1.3,23.0,1.5,8.7,3.1,0.389,0.826
6.5,1.2,3.2,0.2,0.4,0.9,18.1,0.7,6.3,1.0,0.403,0.691
4.4,1.1,3.4,0.4,0.4,0.3,12.7,0.1,3.4,1.3,0.496,0.69
10.0,3.4,5.6,0.7,0.9,1.8,27.6,1.5,7.3,2.5,0.446,0.8
4.5,0.5,1.1,0.1,0.2,0.2,11.0,1.2,3.5,0.3,0.423,0.895
3.7,0.4,1.4,0.2,0.4,0.3,10.0,0.4,3.0,0.9,0.43,0.783
10.5,1.5,3.7,0.3,0.7,1.0,24.9,2.0,8.3,1.0,0.46,0.818
